AC	ID	DE	AU	SE	SS	GA	TC	NC	TP	BM	CB	SM	DR	RN	RM	RT	RA	RL	WK	SQ	CC	PI	CL	**
RF01268	SCARNA2	Small Cajal body-specific RNA 2	Wilkinson A; 0000-0001-7406-0151	Predicted; WAR; Wilkinson A	Published; PMID:15556860; Wilkinson A	48.00	48.60	46.50	Gene; snRNA; snoRNA; scaRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	snoRNABase; mgU2-25/61;;SO; 0001263; ncRNA_gene;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	15556860	Guide RNAs with 5' caps and novel box C/D snoRNA-like domains for;modification of snRNAs in metazoa.	Tycowski KT, Aab A, Steitz JA	Curr Biol. 2004;14:1985-1995.	Small_nucleolar_RNA	20		snoU2-25		
RF01866	ceN33	C. elegans snoRNA ceN33	Osuch I	INFERNAL	Predicted; Osuch I	75.00	89.30	41.50	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 23.72 -Z 549862.597050 CM SEQDB	SO; 0000593; C_D_box_snoRNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	17903271	Systematic identification of non-coding RNA 2,2,7-trimethylguanosine cap;structures in Caenorhabditis elegans.	Jia D, Cai L, He H, Skogerbo G, Li T, Aftab MN, Chen R	BMC Mol Biol. 2007;8:86.	Small_nucleolar_RNA	5				
RF00188	SNORD103	Small nucleolar RNA SNORD103/SNORD85	Moxon SJ; 0000-0003-4644-1816;Daub J; 0000-0001-6022-563X	Moxon SJ, Daub J, INFERNAL	Predicted; Moxon SJ	45.00	45.20	43.60	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	snoRNABase; HBII-251;;snoRNABase; U103;;snoRNABase; U103B;;SO; 0000593; C_D_box_snoRNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1];[2];[3];[4]	12007400;11387227;16381836;14602913	Small nucleolar RNAs: an abundant group of noncoding RNAs with diverse;cellular functions.;RNomics: an experimental approach that identifies 201 candidates for;novel, small, non-messenger RNAs in mouse.;snoRNA-LBME-db, a comprehensive database of human H/ACA and C/D box;snoRNAs.;Identification of 13 novel human modification guide RNAs.	Kiss T;Huttenhofer A, Kiefmann M, Meier-Ewert S, O'Brien J, Lehrach H,;Bachellerie JP, Brosius J;Lestrade L, Weber MJ;Vitali P, Royo H, Seitz H, Bachellerie JP, Huttenhofer A, Cavaille J	Cell 2002;109:145-148.;EMBO J 2001;20:2943-2953.;Nucleic Acids Res. 2006;34:D158-D162.;Nucleic Acids Res. 2003;31:6543-6551.	Small_nucleolar_RNA_SNORD103	41	This family includes the snoRNAs SNORD103 (U103) and SNORD85 (HBII-251) .;The members of this family belong to the C/D class of snoRNAs which;contain the C (UGAUGA) and D (CUGA) box motifs. In the human genome, there;are two identical copies of SNORD103 (SNORD103A and SNORD103B) which share;the same host gene with SNORD85. All three snoRNAs are predicted to guide;the 2'O-ribose methylation of 18S rRNA G601 [3].	U103		
RF02419	Spd-sr37	Streptococcus sRNA Spd-sr37	Eberhardt R; 0000-0001-6152-1369	Predicted; WAR	Predicted; WAR	45.00	46.30	36.70	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;	[1]	19854910	Identification and characterization of noncoding small RNAs in;Streptococcus pneumoniae serotype 2 strain D39.	Tsui HC, Mukherjee D, Ray VA, Sham LT, Feig AL, Winkler ME	J Bacteriol. 2010;192:264-279.	Streptococcus_sRNA	25				
RF01892	TUG1_4	Taurine upregulated gene 1 conserved region 4	Eberhardt R; 0000-0001-6152-1369	Predicted; CMfinder; Eberhardt R	Predicted; CMfinder;	100.00	118.40	76.60	Gene; lncRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 35.75 -Z 549862.597050 CM SEQDB	SO; 0001463; lincRNA;;GO; 0042478; regulation of eye photoreceptor cell development;	[1]	15797018	The noncoding RNA taurine upregulated gene 1 is required for;differentiation of the murine retina.	Young TL, Matsuda T, Cepko CL	Curr Biol. 2005;15:501-512.	TUG1	25	TUG1 (taurine upregulated gene 1) is a long non-coding RNA expressed in;retina and brain. It was first identified in a screen for genes;upregulated by in developing retinal cells in response to taurine. It is;required for the normal development of photoreceptors in the retina [1].			
RF00940	mir-327	microRNA mir-327	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	76.00	76.00	70.80	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 0 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000438;;SO; 0001244; pre_miRNA;;GO; 0016442; RISC complex;;GO; 0035195; gene silencing by miRNA;	[1];[2]	14691248;30423142	Identification of many microRNAs that copurify with polyribosomes in;mammalian neurons.;miRBase: from microRNA sequences to function.	Kim J, Krichevsky A, Grad Y, Hayes GD, Kosik KS, Church GM, Ruvkun G;Kozomara A, Birgaoanu M, Griffiths-Jones S	Proc Natl Acad Sci U S A. 2004;101:360-365.;Nucleic Acids Res. 2019;47:D155.	MicroRNA	2				
RF00518	speF	speF leader	Barrick JE;Eberhardt R; 0000-0001-6152-1369	Predicted; ClustalW	Predicted; RNAalifold	37.00	37.80	33.60	Cis-reg; leader;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0005836; regulatory_region;;GO; 0010468; regulation of gene expression;	[1];[2]	16086852;22418845	Evidence for a second class of S-adenosylmethionine riboswitches and other;regulatory RNA motifs in alpha-proteobacteria.;A survey of sRNA families in alpha-proteobacteria.	Corbino KA, Barrick JE, Lim J, Welz R, Tucker BJ, Puskarz I, Mandal M,;Rudnick ND, Breaker RR;del Val C, Romero-Zaliz R, Torres-Quesada O, Peregrina A, Toro N,;Jimenez-Zurdo JI	Genome Biol. 2005;6:R70.;RNA Biol. 2012;9:119-129.	speF_leader	6	This family is a putative regulatory RNA structure that is found upstream;of the speF gene encoding ornithine decarboxylase in Agrobacterium;tumefaciens and other alpha-proteobacteria.			
RF02841	Ref70	Enterococcus sRNA 70	Argasinska J; 0000-0003-2678-2824;Repoila F; 0000-0001-5149-9698	Argasinska J	Predicted; RNAfold;	115.00	115.70	49.50	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 604040.189692 --mxsize;128 CM SEQDB	SO; 0000370; small_regulatory_ncRNA;	[1]	25737579	Whole-genome mapping of 5' RNA ends in bacteria by tagged sequencing: a;comprehensive view in Enterococcus faecalis.	Innocenti N, Golumbeanu M, Fouquier d'Herouel A, Lacoux C, Bonnin RA,;Kennedy SP, Wessner F, Serror P, Bouloc P, Repoila F, Aurell E	RNA. 2015;21:1018-1030.	Enterococcus_faecalis	3	Name ‘Ref’ stands for RNA in E. faecalis.			
RF03993	mir-8536	mir-8536 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	100.00	102.30	63.30	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0002030;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-8536 imported;from miRBase.			
RF03732	mir-2057	mir-2057 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	100.00	100.80	50.70	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001745;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-2057 imported;from miRBase.			
RF01859	Phe_leader	Phenylalanine leader peptide	Gardner PP; 0000-0002-7808-1213	Predicted; CMfinder	Predicted; CMfinder	55.00	55.00	54.90	Cis-reg; leader;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 28.86 -Z 549862.597050 CM SEQDB	SO; 0000836; mRNA_region;;GO; 0006520; cellular amino acid metabolic process;	[1];[2]	360214;21177642	Nucleotide sequence of the leader region of the phenylalanine operon of;Escherichia coli.;Two groups of phenylalanine biosynthetic operon leader peptides genes: a;high level of apparently incidental frameshifting in decoding Escherichia;coli pheL.	Zurawski G, Brown K, Killingly D, Yanofsky C;Gurvich OL, Nsvall SJ, Baranov PV, Bjrk GR, Atkins JF	Proc Natl Acad Sci U S A. 1978;75:4271-4275.;Nucleic Acids Res. 2010;39:1-14.	Attenuator_(genetics)	71				
RF01065	23S-methyl	23S methyl RNA motif	Weinberg Z; 0000-0002-6681-3624;Gardner PP; 0000-0002-7808-1213	Published; PMID:17621584; Weinberg Z	Published; PMID:17621584; Weinberg Z	50.00	50.90	43.30	Cis-reg;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0005836; regulatory_region;;GO; 0010468; regulation of gene expression;	[1]	17621584	Identification of 22 candidate structured RNAs in bacteria using the;CMfinder comparative genomics pipeline.	Weinberg Z, Barrick JE, Yao Z, Roth A, Kim JN, Gore J, Wang JX, Lee ER,;Block KF, Sudarsan N, Neph S, Tompa M, Ruzzo WL, Breaker RR	Nucleic Acids Res. 2007;35:4809-4819.	23S_methyl_RNA_motif	19				
RF01257	snR31	Small nucleolar RNA snR31	Wilkinson A; 0000-0001-7406-0151	Predicted; WAR; Wilkinson A	Predicted; WAR; Wilkinson A	45.00	48.20	43.10	Gene; snRNA; snoRNA; HACA-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	snornadb; snR31;;SO; 0001263; ncRNA_gene;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	8265353	Identification and functional analysis of a novel yeast small nucleolar;RNA.	Dandekar T, Tollervey D	Nucleic Acids Res. 1993;21:5386-5390.	Small_nucleolar_RNA	8			CL00026	
RF00385	IBV_D-RNA	Infectious bronchitis virus D-RNA	Moxon SJ; 0000-0003-4644-1816	PMID:11119581	Published; PMID:11119581	35.00	40.90	34.60	Cis-reg;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 22 -Z 549862.597050 CM SEQDB	SO; 0000233; mature_transcript;;GO; 0019079; viral genome replication;;GO; 0019072; viral genome packaging;	[1]	11119581	cis-acting sequences required for coronavirus infectious bronchitis virus;defective-RNA replication and packaging.	Dalton K, Casais R, Shaw K, Stirrups K, Evans S, Britton P, Brown TD,;Cavanagh D	J Virol 2001;75:125-133.	Infectious_bronchitis_virus_D-RNA	10	This family represents a cis-regulatory element known as defective RNA or;D-RNA. This region is thought to be essential for viral replication and;efficient packaging [1].			
RF03500	mir-1262	mir-1262 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	70.00	95.30	59.10	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000595;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	3	This family represents the microRNA (miRNA) precursor mir-1262 imported;from miRBase.			
RF01633	ceN43	Caenorhabditis snoRNA ceN43	Osuch I	INFERNAL	Predicted; RNAalifold;	50.00	71.70	37.30	Gene; snRNA; snoRNA; HACA-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0000594; H_ACA_box_snoRNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	17903271	Systematic identification of non-coding RNA 2,2,7-trimethylguanosine cap;structures in Caenorhabditis elegans.	Jia D, Cai L, He H, Skogerbo G, Li T, Aftab MN, Chen R	BMC Mol Biol. 2007;8:86.	Small_nucleolar_RNA	4				
RF03164	NiCo-AnGGAG	NiCo-AnGGAG riboswitch	Weinberg Z; 0000-0002-6681-3624	Published; PMID:28265071	Published; PMID:28265071	64.50	64.50	63.70	Cis-reg;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 742849.287494 CM SEQDB	SO; 0000035; riboswitch;;GO; 0046872; metal ion binding;	[1];[2]	28265071;25794617	Bioinformatic analysis of riboswitch structures uncovers variant classes;with altered ligand specificity.;Bacterial riboswitches cooperatively bind Ni(2+) or Co(2+) ions and;control expression of heavy metal transporters.	Weinberg Z, Nelson JW, Lunse CE, Sherlock ME, Breaker RR;Furukawa K, Ramesh A, Zhou Z, Weinberg Z, Vallery T, Winkler WC, Breaker;RR	Proc Natl Acad Sci U S A. 2017;114:E2077.;Mol Cell. 2015;57:1088-1098.	NiCo_riboswitch	13	Nico riboswitches are selective metalloregulatory riboswitches that;recognice Ni2+ and Co2+ metals [2]. NiCo-AnGGAG is a variant of Nico;riboswitch [2], with a change in position 87, from G to A [1].		CL00122	
RF03958	mir-959	mir-959 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	85.00	85.10	58.70	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000910;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	3	This family represents the microRNA (miRNA) precursor mir-959 imported;from miRBase.			
RF02284	TtnuCD7	Tetrahymena snoRNA TtnuCD7	Eberhardt R; 0000-0001-6152-1369	Eberhardt R	Predicted; mfold;	90.00	127.70	42.70	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 39.82 -Z 549862.597050 CM SEQDB	SO; 0000593; C_D_box_snoRNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	21967850	Experimental identification and analysis of macronuclear non-coding RNAs;from the ciliate Tetrahymena thermophila.	Andersen KL, Nielsen H	Nucleic Acids Res. 2012;40:1267-1281.	Small_nucleolar_RNA	2				
RF03356	mir-4782	mir-4782 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	100.00	108.90	92.10	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001546;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-4782 imported;from miRBase.			
RF04173	MIR847	MIR847 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	184.00	184.80	95.10	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001171;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor MIR847 imported from;miRBase.			
RF01401	rseX	rseX Hfq binding RNA	Barquist L; 0000-0003-4732-2667	Predicted; mafft; Infernal	Predicted; RNAalifold	50.00	51.40	45.00	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;	[1];[2];[3]	16513633;18725932;18399940	Down-regulation of porins by a small RNA bypasses the essentiality of the;regulated intramembrane proteolysis protease RseP in Escherichia coli.;Deep sequencing analysis of small noncoding RNA and mRNA targets of the;global post-transcriptional regulator, Hfq.;Systematic deletion of Salmonella small RNA genes identifies CyaR, a;conserved CRP-dependent riboregulator of OmpX synthesis.	Douchin V, Bohn C, Bouloc P;Sittka A, Lucchini S, Papenfort K, Sharma CM, Rolle K, Binnewies TT,;Hinton JC, Vogel J;Papenfort K, Pfeiffer V, Lucchini S, Sonawane A, Hinton JC, Vogel J	J Biol Chem. 2006 May 5;281(18):12253-9.;PLoS Genet. 2008;4:e1000163.;Mol Microbiol. 2008;68:890-906.	Hfq_binding_sRNA	12				
RF00715	mir-383	microRNA mir-383	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	70.00	75.20	43.00	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000137;;SO; 0001244; pre_miRNA;;GO; 0016442; RISC complex;;GO; 0035195; gene silencing by miRNA;	[1];[2]	18463306;30423142	Conservation of small RNA pathways in platypus.;miRBase: from microRNA sequences to function.	Murchison EP, Kheradpour P, Sachidanandam R, Smith C, Hodges E, Xuan Z,;Kellis M, Grutzner F, Stark A, Hannon GJ;Kozomara A, Birgaoanu M, Griffiths-Jones S	Genome Res. 2008;18:995-1004.;Nucleic Acids Res. 2019;47:D155.	Mir-383_microRNA_precursor_family	21	Imported from miRBase.			
RF02042	HOTTIP_3	HOXA transcript at the distal tip, conserved region 3	Eberhardt R; 0000-0001-6152-1369	Predicted; CMfinder; Eberhardt R	Predicted; CMfinder;	50.00	99.70	39.20	Gene; lncRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 16.13 -Z 549862.597050 CM SEQDB	SO; 0001463; lincRNA;	[1]	21423168	A long noncoding RNA maintains active chromatin to coordinate homeotic;gene expression.	Wang KC, Yang YW, Liu B, Sanyal A, Corces-Zimmerman R, Chen Y, Lajoie BR,;Protacio A, Flynn RA, Gupta RA, Wysocka J, Lei M, Dekker J, Helms JA,;Chang HY	Nature. 2011;472:120-124.	HOTTIP	23				
RF03190	mir-4857	mir-4857 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	70.00	103.60	43.10	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001842;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-4857 imported;from miRBase.			
RF02270	nse_sRNA	Neisseria sigma-E sRNA	Gardner PP; 0000-0002-7808-1213	Gardner PP	Published; PMID:22194974; Gardner PP	75.00	79.30	39.50	Gene;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;	[1]	22194974	Deep Sequencing Whole Transcriptome Exploration of the sigma Regulon in;Neisseria meningitidis.	Huis In 't Veld RA, Willemsen AM, van Kampen AH, Bradley EJ, Baas F,;Pannekoek Y, van der Ende A	PLoS One. 2011;6:e29002.	Neisseria_sigma-E_sRNA	7				
RF04187	MIR862	MIR862 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	100.00	119.00	97.10	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001145;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor MIR862 imported from;miRBase.			
RF00527	snoMe28S-G3255	Small nucleolar RNA Me28S-Gm3255	Moxon SJ; 0000-0003-4644-1816	PMID:15987805	Predicted; PFOLD; Moxon SJ, Daub J	44.00	44.60	43.20	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;;snoopy; Drosophila_melanogaster300032;	[1];[2]	15987805;12007400	Genome-wide analyses of two families of snoRNA genes from Drosophila;melanogaster, demonstrating the extensive utilization of introns for;coding of snoRNAs.;Small nucleolar RNAs: an abundant group of noncoding RNAs with diverse;cellular functions.	Huang ZP, Zhou H, He HL, Chen CL, Liang D, Qu LH;Kiss T	RNA. 2005;11:1303-1316.;Cell 2002;109:145-148.	Small_nucleolar_RNA_Me28S-Gm3255	10	Me28S-Gm3255 is a member of the C/D class of snoRNA which contain the C;(UGAUGA) and D (CUGA) box motifs. This family directs 2'-O-methylation of;28S G-3255 [1].	snoMe28S-G3255a	CL00066	
